 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status,Gender,Age
4, Graduate, No,4700000,10400000,6,373, Rejected,Female,48
4, Graduate, Yes,1500000,5800000,2,304, Approved,Female,43
5, Not Graduate, No,2700000,8300000,8,833, Approved,Female,41
2, Graduate, No,6900000,20900000,2,302, Approved,Female,43
0, Graduate, No,7600000,28700000,6,397, Rejected,Female,48
1, Graduate, No,4100000,10000000,6,891, Approved,Male,22
3, Not Graduate, No,4100000,12200000,2,457, Rejected,Female,42
4, Not Graduate, No,1600000,3200000,16,657, Approved,Male,46
2, Not Graduate, Yes,400000,1400000,2,480, Approved,Male,26
5, Graduate, Yes,4400000,17300000,20,840, Approved,Male,25
2, Not Graduate, Yes,3800000,8000000,12,866, Approved,Male,31
0, Not Graduate, No,4300000,17000000,8,619, Approved,Female,42
1, Graduate, Yes,9000000,33500000,2,748, Approved,Male,62
3, Not Graduate, Yes,9500000,25500000,12,881, Approved,Male,39
2, Graduate, Yes,6900000,13900000,8,829, Approved,Male,43
3, Not Graduate, No,4300000,11100000,6,312, Rejected,Male,23
3, Not Graduate, No,6600000,21400000,10,467, Rejected,Male,21
1, Graduate, Yes,5200000,14300000,18,650, Approved,Male,29
3, Graduate, Yes,400000,1100000,6,711, Approved,Male,34
4, Not Graduate, No,1300000,4100000,18,886, Approved,Male,78
5, Not Graduate, No,9700000,28400000,4,494, Rejected,Female,78
2, Graduate, Yes,5400000,10900000,14,741, Approved,Female,24
4, Not Graduate, No,1200000,3300000,12,876, Approved,Female,21
0, Graduate, Yes,7000000,26400000,14,610, Approved,Male,21
5, Graduate, No,7600000,26000000,6,778, Approved,Female,21
5, Graduate, Yes,700000,1800000,14,571, Approved,Female,43
3, Graduate, Yes,7500000,25100000,18,554, Approved,Female,62
0, Not Graduate, Yes,2300000,6200000,8,712, Approved,Female,61
5, Not Graduate, Yes,5600000,11500000,4,695, Approved,Male,47
0, Not Graduate, Yes,5400000,10900000,20,366, Rejected,Female,52
1, Not Graduate, Yes,1800000,5500000,10,426, Rejected,Female,51
0, Not Graduate, No,2900000,6900000,10,320, Rejected,Male,69
3, Not Graduate, Yes,1400000,4600000,8,543, Rejected,Female,49
2, Graduate, No,2800000,11000000,16,525, Rejected,Female,34
0, Not Graduate, Yes,3300000,13100000,12,812, Approved,Female,31
0, Not Graduate, No,7000000,25300000,14,697, Approved,Male,36
1, Not Graduate, No,3900000,15100000,12,527, Rejected,Male,57
1, Not Graduate, No,5700000,17200000,4,512, Approved,Male,59
0, Graduate, No,4100000,9200000,4,671, Approved,Female,36
1, Graduate, Yes,2200000,8700000,20,539, Rejected,Male,26
5, Not Graduate, No,2200000,7200000,10,532, Rejected,Female,50
3, Not Graduate, Yes,2500000,7700000,16,485, Rejected,Female,56
0, Not Graduate, Yes,900000,2100000,6,521, Rejected,Male,21
1, Not Graduate, No,2900000,7400000,10,874, Approved,Female,38
2, Not Graduate, No,9800000,22900000,10,788, Approved,Male,44
2, Not Graduate, No,5200000,14800000,12,659, Approved,Male,56
1, Graduate, Yes,8600000,19600000,16,498, Rejected,Female,21
2, Graduate, Yes,4800000,13200000,20,310, Rejected,Male,44
0, Graduate, No,2000000,4700000,6,785, Approved,Female,59
0, Graduate, No,3600000,8700000,10,309, Rejected,Female,55
3, Not Graduate, Yes,5300000,19600000,2,433, Approved,Male,40
1, Not Graduate, Yes,400000,1300000,18,801, Approved,Female,21
3, Graduate, Yes,6500000,22400000,6,488, Rejected,Female,65
0, Not Graduate, Yes,2300000,6000000,16,756, Approved,Female,45
3, Graduate, No,1000000,2800000,4,757, Approved,Male,28
5, Not Graduate, No,3200000,10100000,6,828, Approved,Female,27
3, Graduate, Yes,3400000,7200000,12,733, Approved,Female,44
0, Not Graduate, No,9600000,38200000,8,421, Rejected,Male,56
3, Not Graduate, No,5300000,20300000,4,872, Approved,Female,26
3, Graduate, No,4700000,17400000,10,393, Rejected,Male,29
3, Graduate, No,9700000,37800000,12,700, Approved,Female,20
5, Graduate, No,8800000,21600000,18,613, Approved,Male,35
5, Graduate, No,5900000,13400000,6,455, Rejected,Male,53
4, Graduate, Yes,2400000,7100000,16,871, Approved,Male,44
4, Graduate, Yes,7900000,21500000,16,497, Rejected,Female,41
0, Graduate, No,1400000,2700000,2,649, Approved,Male,61
0, Graduate, Yes,3500000,10000000,14,709, Approved,Female,22
4, Graduate, No,3400000,13500000,12,705, Approved,Male,34
2, Graduate, No,6100000,23600000,2,476, Approved,Female,37
2, Not Graduate, Yes,3000000,7100000,4,819, Approved,Male,46
5, Not Graduate, Yes,3400000,9400000,16,535, Rejected,Female,27
0, Graduate, Yes,400000,1200000,14,889, Approved,Male,22
0, Graduate, No,5900000,11800000,12,468, Rejected,Male,63
5, Graduate, Yes,400000,800000,2,759, Approved,Male,34
3, Graduate, Yes,9000000,33600000,2,426, Approved,Male,43
0, Graduate, Yes,8800000,23600000,8,712, Approved,Female,34
4, Graduate, Yes,2000000,4700000,2,615, Approved,Female,67
2, Graduate, No,4700000,14000000,12,784, Approved,Male,62
4, Not Graduate, No,2700000,6100000,16,677, Approved,Female,20
1, Not Graduate, No,2600000,7900000,12,306, Rejected,Male,42
1, Not Graduate, Yes,9000000,25400000,16,655, Approved,Male,31
4, Not Graduate, No,5100000,19400000,8,755, Approved,Male,30
2, Graduate, No,6600000,25800000,18,598, Approved,Male,63
2, Graduate, No,4400000,9800000,18,712, Approved,Male,45
4, Not Graduate, Yes,1500000,4600000,6,524, Rejected,Female,27
1, Not Graduate, No,6200000,23100000,16,838, Approved,Female,29
4, Graduate, Yes,900000,2900000,6,560, Approved,Female,51
3, Not Graduate, No,7700000,26400000,12,759, Approved,Male,52
2, Graduate, Yes,600000,2400000,6,454, Rejected,Female,71
4, Not Graduate, No,4300000,16500000,4,539, Approved,Female,57
2, Not Graduate, Yes,8200000,27800000,16,827, Approved,Female,62
0, Not Graduate, No,3500000,11900000,12,686, Approved,Male,37
1, Graduate, Yes,9900000,34100000,14,371, Rejected,Female,80
5, Graduate, No,700000,1900000,4,784, Approved,Male,47
1, Graduate, Yes,2100000,7300000,16,826, Approved,Female,28
2, Not Graduate, No,3200000,10500000,12,502, Rejected,Female,50
0, Graduate, No,2900000,7800000,8,367, Rejected,Female,54
0, Not Graduate, No,7000000,18300000,6,541, Rejected,Female,44
1, Graduate, No,3700000,13600000,16,608, Approved,Male,29
3, Not Graduate, Yes,4500000,13100000,12,570, Approved,Male,42
3, Graduate, No,200000,800000,18,752, Approved,Female,27
5, Not Graduate, Yes,5600000,20500000,8,873, Approved,Male,22
5, Graduate, No,5400000,18600000,2,538, Approved,Female,38
4, Not Graduate, No,300000,1000000,10,819, Approved,Female,75
1, Graduate, Yes,7500000,29800000,18,770, Approved,Male,36
5, Not Graduate, Yes,2500000,9600000,6,345, Rejected,Male,25
4, Graduate, Yes,3100000,8100000,12,730, Approved,Female,76
1, Graduate, Yes,7600000,19300000,20,835, Approved,Male,46
3, Not Graduate, Yes,500000,1700000,2,811, Approved,Female,35
2, Not Graduate, No,2700000,5900000,14,662, Approved,Male,39
2, Not Graduate, Yes,3500000,13300000,4,420, Approved,Female,78
5, Not Graduate, No,3700000,11700000,4,413, Approved,Male,54
2, Not Graduate, Yes,5600000,20000000,10,367, Rejected,Male,20
5, Not Graduate, Yes,4800000,16400000,14,390, Rejected,Male,66
4, Not Graduate, Yes,5200000,12200000,2,602, Approved,Female,56
3, Graduate, No,2900000,11500000,16,843, Approved,Female,36
1, Graduate, No,2700000,6800000,20,713, Approved,Male,20
3, Graduate, No,5000000,16200000,8,591, Approved,Male,25
2, Not Graduate, Yes,2700000,9400000,14,701, Approved,Male,49
4, Not Graduate, Yes,2800000,10000000,12,655, Approved,Female,48
3, Not Graduate, Yes,7300000,20000000,18,720, Approved,Female,42
0, Graduate, Yes,5900000,15100000,10,794, Approved,Male,28
0, Graduate, No,8100000,21300000,2,392, Rejected,Male,39
3, Graduate, Yes,1900000,7100000,6,583, Approved,Female,24
5, Graduate, No,1800000,6800000,18,457, Rejected,Female,38
0, Not Graduate, Yes,7600000,17800000,14,570, Approved,Female,26
1, Graduate, No,9100000,30100000,14,890, Approved,Male,46
2, Not Graduate, Yes,5300000,12300000,14,472, Rejected,Male,56
2, Not Graduate, No,3700000,10900000,12,788, Approved,Female,48
0, Not Graduate, No,9500000,35300000,6,605, Approved,Male,29
3, Graduate, No,8300000,30500000,10,473, Rejected,Female,26
5, Graduate, No,6400000,21500000,16,728, Approved,Male,23
5, Graduate, Yes,5300000,17800000,16,505, Rejected,Male,61
0, Graduate, Yes,5600000,19300000,6,407, Rejected,Female,48
1, Graduate, Yes,900000,1700000,18,464, Rejected,Male,50
0, Graduate, Yes,2400000,7200000,20,514, Rejected,Female,25
1, Graduate, No,9500000,23000000,10,627, Approved,Female,48
2, Not Graduate, Yes,7400000,14900000,20,627, Approved,Male,42
4, Not Graduate, Yes,1500000,3200000,10,858, Approved,Male,23
3, Graduate, Yes,8800000,30200000,8,607, Approved,Female,28
5, Not Graduate, Yes,4900000,14300000,4,663, Approved,Male,35
1, Not Graduate, Yes,8100000,26900000,6,522, Rejected,Female,37
2, Not Graduate, Yes,2300000,9100000,20,610, Approved,Male,62
5, Not Graduate, Yes,3000000,6600000,16,462, Rejected,Female,25
2, Not Graduate, Yes,3900000,9300000,8,591, Approved,Male,51
4, Graduate, Yes,1700000,6500000,20,636, Approved,Female,59
0, Not Graduate, Yes,2100000,4900000,10,359, Rejected,Male,27
4, Graduate, Yes,9700000,25000000,4,542, Rejected,Male,48
5, Not Graduate, Yes,3500000,11800000,4,642, Approved,Male,36
5, Not Graduate, Yes,1500000,5500000,4,414, Approved,Female,32
3, Not Graduate, Yes,8800000,26200000,20,865, Approved,Male,43
3, Graduate, No,900000,3100000,10,369, Rejected,Female,23
0, Graduate, Yes,3500000,10800000,14,838, Approved,Female,24
5, Not Graduate, No,5500000,21200000,4,582, Approved,Female,32
5, Not Graduate, Yes,9800000,23200000,10,416, Rejected,Male,32
5, Graduate, No,2100000,5500000,20,705, Approved,Male,40
0, Graduate, No,1800000,5700000,18,306, Rejected,Male,43
5, Graduate, Yes,5800000,13000000,8,851, Approved,Male,37
5, Graduate, No,6700000,17200000,18,613, Approved,Female,30
3, Graduate, No,4300000,16300000,10,366, Rejected,Female,28
1, Graduate, No,1200000,2800000,12,431, Rejected,Female,35
5, Not Graduate, Yes,9700000,25900000,2,754, Approved,Male,24
5, Graduate, Yes,5400000,11200000,10,447, Rejected,Male,35
1, Not Graduate, Yes,5300000,14100000,14,510, Rejected,Male,42
1, Graduate, No,7300000,24200000,20,324, Rejected,Female,72
5, Graduate, No,9500000,19200000,2,523, Rejected,Male,73
0, Not Graduate, Yes,7200000,15600000,2,362, Rejected,Male,31
3, Graduate, Yes,9000000,32900000,6,657, Approved,Male,39
5, Not Graduate, No,6500000,23300000,12,790, Approved,Female,76
1, Graduate, Yes,9500000,30500000,18,500, Rejected,Female,39
2, Not Graduate, Yes,9900000,33200000,4,465, Approved,Female,61
4, Not Graduate, No,2900000,8700000,6,409, Rejected,Male,35
4, Graduate, Yes,700000,1800000,20,626, Approved,Female,38
5, Not Graduate, No,4200000,13400000,16,545, Rejected,Male,38
3, Not Graduate, No,4200000,11400000,10,654, Approved,Male,41
0, Not Graduate, No,7600000,26500000,6,515, Rejected,Male,20
2, Graduate, Yes,7100000,18800000,12,838, Approved,Male,58
1, Not Graduate, Yes,4700000,16000000,14,406, Rejected,Male,29
0, Graduate, Yes,9800000,23200000,10,573, Approved,Female,54
0, Graduate, Yes,9800000,38700000,2,611, Approved,Female,46
0, Not Graduate, No,5100000,13400000,16,649, Approved,Female,48
0, Not Graduate, Yes,3300000,7700000,12,775, Approved,Female,29
3, Graduate, No,4500000,12500000,12,469, Rejected,Female,42
0, Graduate, Yes,3900000,12800000,18,587, Approved,Female,63
3, Graduate, Yes,3200000,9900000,10,316, Rejected,Male,35
2, Graduate, No,3200000,10400000,10,556, Approved,Female,25
2, Not Graduate, No,9600000,31200000,12,578, Approved,Female,64
2, Not Graduate, Yes,8700000,18900000,2,554, Approved,Male,46
2, Not Graduate, Yes,1900000,6800000,6,892, Approved,Male,40
2, Not Graduate, Yes,2900000,10200000,10,315, Rejected,Male,44
0, Not Graduate, No,6200000,12900000,10,695, Approved,Male,31
0, Not Graduate, No,5900000,20300000,4,806, Approved,Female,73
4, Not Graduate, Yes,3200000,12800000,8,638, Approved,Female,21
1, Not Graduate, Yes,1300000,5000000,4,610, Approved,Male,21
2, Not Graduate, Yes,1300000,3200000,4,810, Approved,Female,33
1, Graduate, No,8700000,33200000,4,866, Approved,Female,75
3, Not Graduate, No,6300000,23800000,10,760, Approved,Female,25
3, Graduate, No,4300000,11200000,6,556, Approved,Female,22
3, Not Graduate, Yes,6400000,23500000,12,684, Approved,Female,32
5, Not Graduate, Yes,7700000,25800000,18,578, Approved,Female,69
2, Not Graduate, No,6900000,23900000,12,814, Approved,Female,39
0, Not Graduate, No,4200000,14800000,20,510, Rejected,Female,44
4, Not Graduate, No,3900000,9000000,2,674, Approved,Male,36
0, Graduate, Yes,2000000,4900000,14,570, Approved,Male,45
1, Not Graduate, No,500000,1700000,2,680, Approved,Female,30
0, Graduate, No,3500000,8800000,12,803, Approved,Female,33
2, Not Graduate, Yes,3100000,10700000,16,357, Rejected,Female,32
3, Not Graduate, Yes,4900000,19000000,4,575, Approved,Male,21
1, Not Graduate, No,1000000,3600000,4,546, Approved,Male,20
2, Graduate, No,6700000,21400000,8,370, Rejected,Male,22
1, Graduate, No,4100000,9400000,6,713, Approved,Female,34
4, Not Graduate, Yes,1600000,3800000,2,896, Approved,Female,40
3, Graduate, Yes,2400000,9200000,14,626, Approved,Male,37
0, Graduate, No,2200000,6400000,4,854, Approved,Female,50
4, Graduate, No,3200000,8400000,18,802, Approved,Male,72
4, Not Graduate, Yes,1600000,4400000,20,382, Rejected,Female,25
2, Not Graduate, No,3900000,14900000,6,415, Rejected,Male,28
5, Graduate, Yes,2000000,6300000,4,366, Approved,Male,54
1, Graduate, Yes,7600000,25400000,10,595, Approved,Male,30
1, Not Graduate, No,9800000,21300000,2,356, Rejected,Male,28
5, Not Graduate, No,7900000,29900000,6,568, Approved,Male,26
1, Graduate, No,1600000,4000000,10,615, Approved,Female,20
1, Graduate, Yes,6400000,13900000,12,313, Rejected,Female,78
1, Graduate, Yes,6400000,17900000,6,575, Approved,Male,44
4, Graduate, No,1600000,5500000,10,577, Approved,Male,26
0, Graduate, No,9200000,30700000,10,455, Rejected,Male,51
1, Not Graduate, No,7800000,24900000,6,500, Rejected,Female,60
1, Not Graduate, Yes,4000000,9400000,8,509, Rejected,Male,48
2, Not Graduate, Yes,6100000,19400000,8,379, Rejected,Female,50
5, Graduate, No,7100000,14500000,14,664, Approved,Male,53
0, Not Graduate, Yes,2500000,9900000,6,623, Approved,Female,37
5, Graduate, No,3200000,8700000,16,558, Approved,Female,54
4, Graduate, No,1700000,4300000,18,580, Approved,Male,61
4, Graduate, No,6300000,17600000,6,612, Approved,Female,58
4, Graduate, Yes,700000,2400000,14,705, Approved,Male,56
4, Graduate, Yes,1100000,2700000,18,301, Rejected,Male,59
1, Not Graduate, Yes,8900000,32000000,16,711, Approved,Female,33
3, Graduate, No,300000,700000,20,735, Approved,Male,21
1, Not Graduate, No,2200000,5200000,14,682, Approved,Male,48
3, Not Graduate, No,3400000,13500000,10,348, Rejected,Male,29
0, Graduate, Yes,7900000,23500000,20,750, Approved,Male,43
3, Not Graduate, Yes,5800000,18200000,16,835, Approved,Male,21
0, Graduate, Yes,9400000,20000000,6,389, Rejected,Female,56
2, Graduate, No,4800000,18900000,4,866, Approved,Male,61
3, Not Graduate, No,7600000,26600000,4,689, Approved,Male,35
0, Not Graduate, No,5900000,17600000,16,645, Approved,Female,22
1, Graduate, Yes,4300000,10100000,2,797, Approved,Male,32
5, Graduate, No,6100000,17800000,6,849, Approved,Male,75
5, Graduate, No,5400000,19700000,20,423, Rejected,Female,41
1, Not Graduate, Yes,5200000,11200000,2,370, Rejected,Female,21
5, Not Graduate, No,8500000,31300000,12,378, Rejected,Male,61
4, Not Graduate, No,900000,1900000,20,417, Rejected,Male,24
1, Not Graduate, No,1400000,4100000,20,530, Rejected,Female,21
1, Not Graduate, Yes,2400000,9300000,20,543, Rejected,Male,23
4, Graduate, No,6300000,15000000,18,750, Approved,Male,28
1, Graduate, No,3100000,7600000,20,346, Rejected,Male,26
4, Graduate, Yes,6900000,19000000,14,330, Rejected,Male,54
2, Not Graduate, Yes,3000000,7400000,10,712, Approved,Female,80
0, Not Graduate, No,3100000,10100000,14,376, Rejected,Male,41
4, Not Graduate, No,600000,1200000,14,338, Rejected,Male,44
4, Not Graduate, Yes,4700000,13700000,14,600, Approved,Male,23
1, Graduate, No,2500000,6900000,20,495, Rejected,Female,56
0, Graduate, No,9700000,30400000,4,300, Approved,Female,25
4, Not Graduate, Yes,7600000,20000000,18,691, Approved,Male,42
1, Graduate, No,8400000,24700000,8,519, Rejected,Male,42
3, Graduate, Yes,3800000,15100000,20,540, Rejected,Male,33
3, Not Graduate, Yes,3100000,11400000,16,562, Approved,Female,43
2, Not Graduate, No,5700000,21300000,10,323, Rejected,Female,26
1, Graduate, Yes,5500000,19700000,10,312, Rejected,Male,35
1, Not Graduate, Yes,200000,600000,2,511, Approved,Male,62
3, Not Graduate, Yes,3700000,13800000,10,621, Approved,Male,32
2, Not Graduate, Yes,1600000,4300000,20,512, Rejected,Male,30
4, Graduate, No,3900000,11000000,2,786, Approved,Female,57
3, Not Graduate, Yes,700000,1600000,18,303, Rejected,Male,31
3, Graduate, Yes,5800000,16700000,18,633, Approved,Male,42
4, Graduate, Yes,3800000,14000000,6,711, Approved,Male,63
2, Graduate, No,6400000,16900000,16,472, Rejected,Male,59
1, Graduate, Yes,5500000,12100000,4,350, Rejected,Female,61
1, Not Graduate, Yes,6800000,13700000,10,879, Approved,Female,43
4, Not Graduate, No,6700000,13400000,10,436, Rejected,Male,27
1, Graduate, Yes,5300000,11500000,14,848, Approved,Female,43
2, Graduate, No,6600000,23200000,16,555, Approved,Female,51
2, Graduate, No,6600000,13100000,20,885, Approved,Female,42
0, Not Graduate, No,7600000,25200000,6,888, Approved,Male,26
4, Not Graduate, Yes,2500000,6100000,20,478, Rejected,Female,78
4, Not Graduate, No,1100000,2500000,4,603, Approved,Male,52
1, Not Graduate, No,2300000,8200000,8,784, Approved,Male,26
1, Graduate, Yes,3300000,11700000,4,682, Approved,Male,26
4, Graduate, Yes,2600000,5900000,6,471, Rejected,Male,28
4, Not Graduate, Yes,9300000,36700000,20,808, Approved,Male,33
4, Not Graduate, No,5300000,18500000,8,470, Rejected,Male,31
2, Not Graduate, No,5400000,13800000,20,574, Approved,Male,48
4, Not Graduate, Yes,3500000,12000000,8,314, Rejected,Male,58
2, Graduate, No,4200000,10200000,14,407, Rejected,Female,56
0, Not Graduate, Yes,9200000,34900000,4,702, Approved,Male,36
2, Graduate, No,4300000,9800000,2,499, Rejected,Female,20
1, Graduate, Yes,7500000,19900000,10,669, Approved,Male,35
5, Not Graduate, Yes,5400000,18800000,20,326, Rejected,Female,29
3, Not Graduate, No,5500000,16200000,18,778, Approved,Male,21
2, Not Graduate, Yes,2100000,4500000,2,787, Approved,Male,22
0, Graduate, No,3700000,12300000,16,831, Approved,Female,25
0, Graduate, No,8800000,32900000,18,576, Approved,Female,67
5, Not Graduate, No,5800000,22800000,12,600, Approved,Female,31
4, Graduate, No,7900000,30600000,2,569, Approved,Male,36
1, Not Graduate, Yes,3100000,6300000,20,867, Approved,Female,31
0, Not Graduate, No,4100000,14500000,12,441, Rejected,Female,65
2, Not Graduate, Yes,9800000,32700000,2,304, Approved,Male,26
5, Not Graduate, No,3300000,8400000,18,520, Rejected,Male,42
0, Graduate, No,2000000,6200000,14,613, Approved,Female,79
2, Not Graduate, Yes,600000,1100000,8,885, Approved,Male,28
